exam,knowledge
如图是某化学兴趣小组对空气中氧气的含量进行的实验探究，请你参与讨论：【集体讨论】（1）小组同学共同设计了如图两套装置，请你评价一下，你认为更合理的是　B　（填编号），为了确保实验的成功，在装药品之前应该　检查装置的气密性　；（2）讨论后同学们认为，选择的药品既要能消耗氧气，又不会跟空气中的其它成分反应，而且生成物为　固体　（填“固体”或“气体”），为了充分消耗容器中的氧气，他们选择了红磷，则药品的用量应保证　足量　（填“”“足量”或“不足量”）．（3）在讨论的基础上，同学们分组进行了实验．各小组实验数据整理如下：（注：集气瓶容积为100mL）组别123456进入集气瓶中水的体积（mL）202119202218通过对实验结果的交流，大多数同学都验证出氧气约占空气体积的　　．最后集气瓶中剩下的气体　不支持　（填“支持”或“不支持”）燃烧．【实验反思】（4）第六组同学的测定数值与正常值有明显的偏差，请你帮她们分析一下造成这种结果可能的原因：　装置漏气　（答一点即可）．,8
某校化学兴趣小组就空气中氧气的含量进行实验探究：（1）甲组同学选用图Ⅰ装置进行实验，为了确保实验成功，应该在装药品前先　检查装置的气密性　。乙组同学对图Ⅰ装置进行了大胆改进（见图Ⅱ），选用18×180mm的试管作反应容器进行实验，效果良好、试管中空气体积为30mL，实验操作步骤如下：i.将足量红磷装入试管中，将注射器活塞置于10mL刻度处，并按图Ⅱ中所示的连接方式固定好，再用弹簧夹夹紧橡皮管。ii.点燃酒精灯。iii.撤去酒精灯，待试管冷却后松开弹簧夹。iv.读取注射器活塞的数据。（2）图Ⅱ实验中，注射器活塞将从10mL刻度处慢慢前移到约为　4mL　刻度处才停止：若上述步骤iii中，未用弹簧夹夹紧橡皮管，其他步骤不变，则实验过程中注射器的活塞将先向　右　（填“左”或“右”）移动，最终活塞停在　2mL　刻度处。（3）已知氧气的密度是43g/L，空气的密度是25g/L，根据所学知识试计算出空气中氧气的质量分数？（提示：可以设空气的体积为“1体积”进行计算，O2在空气中所占体积为21%）,8
某同学设计如图装置，进行空气中氧气含量测定的实验。已知：铜+氧气氧化铜，氧化铜为黑色粉末。（1）测量过程中注射器反复推拉原因是　使氧气反应更充分　。（2）已知反应前气球是瘪的，请根据以下实验数据，计算实验测得的空气中氧气的体积分数是多少（写出计算分析过程，精确到1%）硬质玻璃管中空气的体积反应前注射器中空气的体积反应后注射器中空气的体积50mL20mL8mL（3）该实验测定的空气中氧气体积分数与理论数值存在偏差，请分析出现偏差的可能原因：　铜粉不足，氧气未消耗完或装置未冷却至室温，导致装置内气压偏大，读取到的体积减少值偏小或装置气密性不好　（写一点）。（4）如何测量硬质玻璃管的容积　一定条件下，向硬质玻璃管中注满水，然后把水注入量筒中，水的体积即为硬质玻璃管的容积　。,8
如图是一个具有刻度和活塞可滑动的玻璃容器，其中有空气和足量的白磷，将它放在盛有沸水的烧杯上方，进行实验．请完成实验报告：实验目的实验现象实验结论测定空气中　氧气　的体积分数白磷着火火燃烧，活塞先向右移，后左移，最后停在约为　8　（填整数）的位置上．空气的成分按体积算，　氧气　约占1/,8
为探究燃烧的条件，小明同学查阅资料得知：白磷为白色蜡状固体，有剧毒，不溶于水，着火点为40℃，红磷着火点为240℃．然后她进行了如下实验：（1）按A装置进行实验，可观察到的现象为①铜片上的红磷　不燃烧　，②铜片上的白磷　燃烧　，③水下的白磷　不燃烧　．（2）若按B装置进行实验，则可观察到的现象为水下的白磷　燃烧　．（3）从以上实验分析得出，燃烧需要的条件为：可燃物、　与氧气接触　和　温度到达着火点　．,8
某化学兴趣小组的同学对空气中氧气含量的测定实验进行探究．（1）如图所示装置和药品进行实验，可观察到的现象是：　放热，产生大量白烟　，打开止水夹后看到　烧杯中的水倒吸入集气瓶，占瓶中约五分之一的体积　．（2）某同学认为可用木炭代替红磷测定空气中氧气的含量，你认为是否可行？　否　（是或否），其原因是　碳燃烧生成二氧化碳气体，无法形成压强差，水不倒吸　．由此可知，在做该实验时，对所选药品的要求是　反应物不与空气中的气体成分反应；生成物是固体等　．,8
实验是科学探究的重要方法，如图是测定空气成分的相关实验装置，下列有关说法正确的是（　　）A．该实验开始前应先检查装置气密性B．实验中银白色的固体汞变为红色粉末C．实验过程中汞只消耗曲颈甑内的氧气D．实验结束后，玻璃钟罩内液面低于汞槽中液面,8
如图是某同学设计的测定空气中氧气含量的实验装置，下列说法不正确的是（　　）A．该实验利用了铜的导热性B．实验中可观察到左侧玻璃管内产生大量白烟C．实验结束后左侧玻璃管中水面约上升至“4”刻度处D．该实验在密闭装置内进行，不会造成空气污染,8
空气中氧气含量测定的再认识。【实验回顾】如图1是实验室用红磷燃烧来粗略测定空气中氧气含量的装置。（1）写出红磷燃烧的化学方程式　4P+5O22P2O5　。（2）实验原理：由于红磷燃烧消耗空气中的氧气，使瓶内　气压　减小，量筒中水倒吸到集气瓶。若装置的气密性良好，操作规范，测量进入瓶中水的体积，能粗略测得空气中氧气的含量。【问题提出】有实验资料表明：燃烧过程中当氧气体积分数低于7%时，红磷就无法继续燃烧，因此通过上述实验，测量结果与理论值误差较大。【实验改进】根据铁在空气中生锈的原理设计如图2实验装置，再次测定空气中氧气含量。（装置中饱和食盐水、活性炭会加速铁生锈）．测得实验数据如表：测量项目实验前实验后烧杯中水的体积烧杯中剩余水的体积集气瓶（扣除内容物）和导管的容积体积/mL0【交流表达】（1）铁生锈过程发生复杂的化学反应，首先是铁与氧气、水反应生成氢氧化亚铁[Fe（OH）2]，写出该反应的化学方程式　2Fe+2H2O+O2＝2Fe（OH）2　。（2）根据数据计算，改进实验后测得的空气中氧气的体积分数是　2%　（计算结果精确到1%）。（3）从实验原理角度分析，改进后的实验结果比前者准确度更高的原因是：①　铁的缓慢氧化使集气瓶中的氧气消耗更为彻底，使实验结果更准确　；②　测量时考虑到导管容积和扣除内容物后的集气瓶容积，使实验结果更准确　。,8
实验室用红磷测定空气中氧气含量实验，在这个实验过程中，下图能正确表示广口瓶内气体体积变化情况的是（　　）A．B．C．D．,8
如图是一个具有刻度和活塞可滑动的玻璃容器，其中有空气和足量的白磷，将它放在盛有沸水的烧杯上方，进行实验。请完成实验报告：（1）实验目的：测定空气中　氧气　的体积分数。（2）实验现象：白磷着火燃烧，活塞先右移，后左移，最后停在刻度约为　8　（填整数）的位置上。（3）实验结论：空气的成分按体积计算，　氧气　约占。,8
某化学兴趣小组进行“空气中氧气含量的测定”实验探究。A组同学模仿教材中演示实验，选用铜粉和装置一进行空气中氧气含量的测定，已知硬质玻璃管和注射器的容积均为50mL。（1）检查装置的气密性：把气球内空气排尽，注射器活塞拉到50mL处，并按要求连接仪器。然后推动注射器，观察到气球变　大　（填“大”或“小”），停止推注射器一段时间后，气球大小不变化，则装置气密性完好。（2）进行实验：实验前把注射器活塞拉到50mL处，点燃酒精灯，先给试管预热，然后用酒精灯的进行加热药品，并来回推拉注射器。实验现象：观察到铜粉　由红色变黑色　，该反应的文字表达式为　铜+氧气氧化铜　。完全反应后停止加热并冷却到室温，观察到注射器活塞停留在34mL处，则该小组测定空气中氧气的体积分数为　16%　。（3）反思与评价：来回推拉注射器的目的是　加快装置内空气的流动性，使反应更充分　；实验结果与理论值有误差，造成该误差的可能原因是　药品的量不足（合理即可）　（写一点）。（4）交流与讨论：如果用装置二代替装置一进行实验，效果会更　差　（填“好”或“差”），原因是　装置一能让空气更易流通，全部通过铜粉，使氧气与铜粉充分反应　。,8
某化学兴趣小组的同学对空气中氧气含量的测定实验进行探究。（1）如图1所示装置和药品进行实验，实验中可观察到的现象是　红磷燃烧，产生白烟，放热，水由导气管进入集气瓶中，体积约为集气瓶体积的五分之一　（现象描述完整，否则不得分）；（2）该实验还可推论出氮气的性质有（写出一条即可）：　不溶于水　。（3）小组内同学将图1装置进行改进，如图2，写出图1装置的两个不足点　污染环境　、　实验结果误差大　。,8
某校化学兴趣小组就空气中氧气的含量进行了分组实验探究。Ⅰ组：（1）Ⅰ组同学讨论后认为，选择的药品既要能消耗氧气，又不会跟空气中的其他成分反应而且生成物为固体。他们应该选择　B　（填序号），为了充分消耗容器中的氧气，药品的用量应保证　足量　。A．蜡烛B．红磷C．铁丝D．木炭（2）小组同学共同设计如图所示的两套装置，你认为合理的是　A　（填序号）．为了确保实验的成功，在装药品之前应该　检查装置的气密性　。（3）在讨论的基础上，他们分组进行了实验。【数据分析】实验结束后，整理数据如下：（注：集气瓶容积为100mL）组别123456进入集气瓶中水的体积/mL202119202219（4）通过对实验结果的交流，大多数同学都验证出氧气约占空气体积的　　。Ⅱ组：Ⅱ组同学发现Ⅰ组实验可能产生实验误差，对实验进行了改进，下图是Ⅱ组同学测定空气中氧气含量实验的两套装置图，请结合图示回答有关问题。（1）根据下表提供的实验数据，完成下表硬质玻璃管中空气的体积反应前注射器中空气体积反应后注射器中气体体积实验测得空气中氧气的体积分数15mL15mL9mL　20%　（2）装置中气球的作用是　缓冲作用，防止试管内气体温度升高，气压增大，冲开橡皮塞　。（3）装置一和装置二中气球的位置不同，　装置一　（填“装置一”或“装置二”）更合理，理由是　能让空气更易流通，全部通过铜粉，使氧气与铜粉充分反应　。（4）如何检查该装置的气密性？　将注射器从15mL推到10mL处，松开注射器活塞，又回复到15mL处，说明装置气密性良好　。,8
如图1是某化学兴趣小组利用气压传感器测定红磷燃烧时集气瓶内气压变化的实验装置。图2是集气瓶内气压随时间的变化情况。下列说法不正确的是（　　）A．bc段气压增大的主要原因是红磷燃烧放热B．cd段气压减小的主要原因是集气瓶内氧气不断被消耗C．红磷熄灭后，若立即打开止水夹会导致测得的结果小于D．若用木炭代替红磷，集气瓶内气压变化趋势与图2基本一致,8
如图是测定空气中氧气含量的实验装置。下列叙述不正确的是（　　）A．反应后燃烧匙中的红磷完全消失B．进入瓶中水的体积约为氧气的体积C．钟罩内气体压强的减小导致水面上升D．反应结束后需冷却至室温再观察钟罩内的液面高度,8
若把江河湖泊水中溶解的气体收集起来，分析的结果是：氧气所占的体积大于21%，氮气所占的体积小于78%，对此应得出的结论正确的是（　　）A．只有空气中的氧气和氮气能溶解在天然水中B．溶解在天然水中氧气和氮气与空气中的氧气和氮气的百分含量相同C．天然水中溶解的氧气极少，所以在湖泊中养鱼要采取增氧措施D．在相同条件下，氧气比氮气在水中的溶解度大一些,8
某校化学兴趣小组就空气中氧气的含量进行实验探究：【集体讨论】：（1）讨论后同学们认为，选择的药品既要能消耗氧气，又不会跟空气中的其它成分反应，而且生成物为固体。他们应该选择（填编号）　B　，A．蜡烛B．红磷C．硫粉为了充分消耗容器中的氧气，药品的用量应保证　足量　。（2）小组同学共同设计了如图的两套装置，你认为合理的是（填编号）　A　。为了确保实验的成功，在装药品之前应该　检查装置的气密性　。【分组实验】在讨论的基础上，他们分组进行了实验。【数据分析】实验结束后，整理数据如下：（注：集气瓶容积为100mL）组别123456进入集气瓶中水的体积（mL）202119202218（3）通过对实验结果的交流，大多数同学都验证出氧气约占空气体积的　　。通过实验还可以推断集气瓶中剩余气体的性质是　难溶于水　、　不燃烧、不支持燃烧　。（写两点）【实验拓展】（4）小组的同学做完实验后又尝试用木炭重新做了以上实验，发现水几乎没有进入集气瓶。你认为，其主要原因是　木炭燃烧在消耗氧气的同时会生成二氧化碳气体，使瓶内压强基本不变　；经讨论，同学们一致认为如果事先在集气瓶内注入少量　氢氧化钠溶液　来吸收　二氧化碳　气体，以减小瓶内气压，则实验也能取得较好的效果。,8
某实验小组利用如图所示装置测量空气中氧气的体积分数并取得成功。【查阅资料】白磷着火点只有40℃。【提出问题】氧气体积约占空气总体积的多少？【实验准备】锥形瓶内空气体积为230mL，注射器中水的体积为50mL，该装置气密性良好。【实验探究】装入药品，按图连好仪器，夹紧弹簧夹。先将锥形瓶底部放入热水中，白磷很快被引燃，然后将锥形瓶从热水中取出，冷却后打开弹簧夹。【实验现象】白磷燃烧，打开弹簧夹后注射器中的水自动喷出来，活塞逐渐下移，最终针筒内剩余少量水…。【得出结论】氧气体积约占空气总体积的1/5。下列关于此实验的叙述中，正确的有（　　）①氮气不与白磷反应且难溶于水，是设计该实验的依据之一②不能用木炭代替白磷③打开弹簧夹后，注射器中的水还剩下约46mL时停止下流④白磷燃烧会放出大量的白雾；⑤实验中气球的变化是逐渐变小。⑥足量的白磷在锥形瓶中未能全部燃烧，说明瓶内剩余气体不支持燃烧⑦本实验可以证明空气含有氮气、氧气、二氧化碳和稀有气体A．①②⑥⑦B．①②⑤⑥C．①②③⑥D．①②⑥,8
某校化学兴趣小组就空气中氧气的含量进行了实验探究：[集体讨论]（1）讨论后同学们认为，选择的药品既要能消耗氧气，又不会跟空气中的其他成分反应，而且生成物为固体，他们应该选择　B　（填编号）．A．蜡烛B．红磷C．硫粉D．木炭为了充分消耗容器中的氧气，药品的用量应　足量　．（2）小组同学共同设计了如图所示的两套装置，你认为合理的是　A　（填编号）．为了确保实验的成功，在装药品之前应该　检查装置气密性　．[分组实验]在讨论的基础上，他们分组进行了实验．[数据分析]实验结束后，整理数据如下表：（注：集气瓶容积为100mL）组别123456进入集气瓶中水的体积/mL202119202218（3）通过对实验结果的交流，大多数同学都得出氧气约占空气体积的　五分之一　的结论．通过实验还可以推断集气瓶中剩余气体的性质是　不溶于水，不能燃烧，不支持燃烧　．,8
如图进行测定空气中氧气含量实验（玻璃管分为6等分，实验前液面停留在管内5刻度处）。（1）澄清石灰水的作用有　③　（填序号）。①加快降温②吸收有毒生成物，防止污染空气③保证实验成功的关键之一（2）实验结束后，玻璃管内液体增加了30mL，玻璃管总容积约为　180　mL。,8
某校化学兴趣小组的同学设计了如图所示的装置进行空气中氧气含量实验的探究：实验前注射器中有20mL氮气，100mL集气瓶中加入10mL水。实验数据记录如下：时间/min012345678910注射器读数/mL0（1）根据以上实验过程和数据综合分析，集气瓶内空气中氧气的体积是　18　mL；开始体积增大的原因是　反应放热，内部温度升高，气体受热膨胀，体积变大　。（2）列式计算空气中氧气的体积分数。（3）若测量结果偏小，原因可能是　红磷量不足　。,8
为探究空气的组成，黄萌萌同学用图A所示装置进行实验。（1）实验中红磷需稍过量，其目的是　使集气瓶中的氧气完全反应　。（2）实验时，取下橡胶塞，点燃红磷后迅速伸入集气瓶中并旋紧橡胶塞，这时看到的现象是　红磷燃烧，产生白烟，放热　，该反应的文字表达式为　磷+氧气五氧化二磷　。这个实验过程中，如图能正确表示集气瓶内气体体积变化情况的是　B　。（3）黄萌萌又设计了如图B所示的改进装置，其优点是　实验结果更准确　（只需写一点）。从理论上分析，玻璃管内液面最终将上升至　1　（填“1”、“2”、“3”或“4”）处，但实测结果液面往往偏低，其原因可能是　红磷不足等　（只需写一条）。,8
研究性学习小组的同学为探究空气中氧气的体积分数，设计了如图所示装置。请根据图示实验回答下列问题：（1）闭合电源开关，可以观察到红磷　红磷燃烧，产生大量的白烟　。（2）装置冷却到室温时，可观察到U形管内左侧液面　上升至约1刻度处　。（3）通过这个实验得出的结论是　氧气的体积约占空气体积的五分之一　。（4）你认为影响该实验准确度的地方是　左右液面存在高度差或红磷位置太高难将下面氧气消耗完等　。（5）此实验还可推知反应后剩余气体的一条物理性质是　难溶于水　，一条化学性质是　不支持燃烧或不燃烧　。,8
艾特中学某探究小组的同学做测定空气中氧气含量的实验。（1）小馨同学利用如图1的装置探究空气成分，待红磷熄灭后，冷却，打开弹簧夹，结果小于五分之一，造成误差的原因（写出两个即可）。（2）小馨同学在该实验室探究空气成分的实验中，可燃物选用红磷，主要考虑的因素是什么？（3）小铭同学如图2这种方法引燃白磷，写出该探究实验的一条优点。,8
如图所示，某同学设计了测定空气中氧气的体积分数的实验．在水槽中盛适量的稀氢氧化钠溶液，并滴入2～3滴酚酞试液，在小木片上固定一只短蜡烛（普通蜡烛1cm，或者生日蜡烛2～3cm），用火柴点燃蜡烛．把集气瓶倒扣在小木块上方，并将瓶口水封．几秒钟后，蜡烛火焰熄灭，水位上升．在水下用玻片盖上集气瓶，取出，量得集气瓶中水的体积小于集气瓶容积的．以下对此分析不正确的是（　　）A．滴入2～3滴酚酞试液的目的是让溶液变红，便于观察集气瓶中的水位上升B．滴入酚酞试液后，一开始溶液变红，随着蜡烛的燃烧，溶液逐渐褪色C．进入集气瓶中水的体积偏少可能是因为瓶内的氧气没有完全消耗D．进入集气瓶中水的体积偏少可能是因为随着瓶内的氧气减少，蜡烛发生了不完全燃烧，生成了不能被氢氧化钠溶液吸收的CO等气体,8
某科学兴趣小组的同学对空气成分的探究方案如图23所示；将带有燃烧匙橡皮塞塞入U形管的右侧开口，待U形管两侧液面相平后塞紧橡皮塞（U形管固定于水平装置）。将U形管右侧液面以上部分5等分，并画好刻度线。利用放大镜将光线会聚在过量的白磷上。请回答：（1）本实验的目的是测定空气中　氧气　的体积分数；（2）与教材中的实验相比，本实验最大的好处及原因是　好处：实验结果更准确、更环保；原因：防止了燃烧匙伸入集气瓶中时导致的部分气体受热膨胀逸出，实验结果更准确，同时防止了反应生成的五氧化二磷扩散到空气中污染环境　；（3）白磷引燃后，可观察到U形管右上方空间充满　白烟　（填现象）；（4）小科同学认为可以用铁丝代替白磷进行实验，你认为小科同学的想法是否合理，并说明理由：　不合理，是因为铁丝在空气中不能燃烧　。,8
某化学兴趣小组想亲身感受科学家的探究历程，他们选择了“空气中氧气含量的粗略测定”为探究内容．（一）首先他们分组讨论（1）小雨小组认为，选择的药品既要能消耗氧气，又不能与空气中的其他成分反应，而且生成物为固体．他们应该选择　C　（填序号），为了充分消耗容器中的氧气，药品的用量应保证　足量　．A．蜡烛B．硫粉C．红磷D．镁粉（2）小雨小组设计了如图1所示的两套实验装置你认为合理的是　A　（填序号）．为了确保实验的成功，首先应保证该装置　气密性　良好．（3）小明同学平时善于动脑筋，对实验又进行了反思，提出了改进方法，如图2，（用放大镜聚太阳光使红磷燃烧）你认为改进后的优点是　误差少或无污染　．（二）在充分讨论的基础上他们进行了实验．（三）实验结束后，大家整理的实验数据如下：组12345678集气瓶容积ml2020202020202020进入水的体积/ml54通过对实验结果的交流，大多数组的同学都验证出氧气约占空气体积的　　，只有第8组没能得到实验数据，数据应为　4　．,8
如图1是“空气中氧气体积分数测定”实验的改进装置。主要操作是：在实际容积为150mL的集气瓶里，先装进50mL的水，再按图1连好仪器，按下热的玻璃棒，白磷立即被点燃。（白磷40℃即燃烧，燃烧产物与红磷相同）（1）白磷从燃烧到熄灭冷却的过程中，瓶内水面的变化是　先下降，后上升　；若实验成功，最终集气瓶中水的体积约为　70　mL。（2）该实验可推论出氮气的性质为　氮气不能与红磷反应，也不能溶于水或与水反应　。（3）若将白磷换成炭粉，该实验能否获得成功？为什么？　不能；因为碳燃烧产生气体，使瓶中大气压不变　。（4）集气瓶里预先装进的50mL水，在实验过程中起到哪些作用？　ABC　（填写序号）A．加快集气瓶内气体冷却B．液封导气管末端以防气体逸出C．吸收五氧化二磷（5）图2是另一实验小组对测定空气中氧气含量实验的两套装置图，请结合图示回答有关问题。（已知铜和氧气在加热的条件下反应生成氧化铜固体）①根据下表提供的实验数据，完成如表硬质玻璃管中空气的体积反应前注射器中空气体积反应后注射器中气体体积实验测得空气中氧气的体积分数25mL15mL9mL②装置一和装置二中气球的位置不同，　装置二　（填“装置一”或“装置二”）更合理，理由是　能让空气更易流通，全部通过铜粉，使氧气与铜粉充分反应　。③若实验测得的结果偏小（氧气的体积分数小于21%），可能的原因有哪些？　铜粉的量不足；未待装置完全冷却至室温就读数　（列举两条）。,8
某化学兴趣小组就空气中氧气的含量进行实验探究：（1）讨论后同学认为，选择的药品既要消耗氧气，又要不与空气中的其他成分反应而且生成物为固体。他们应该选择　B　（填序号）。A．蜡烛B．红磷C．硫D．木炭（2）在实验开始前，在集气瓶中预先加水的目的是　吸收生成的白烟、降温　；实验过程中，燃烧匙伸入集气瓶中要迅速把塞子塞紧，理由是　防止瓶中的气体受热膨胀逸出　；实验结束后，发现集气瓶中的进水量不足的原因可能是　红磷不足、装置漏气、没有冷却至室温就打开止水夹等　。（3）熄灭后，集气瓶内剩下的气体主要是　氮气　，该实验体现了该气体具有　难溶于水　、　不能燃烧、不支持燃烧　性质。,8
用量筒准确量取15mL水，把水倒掉一部分后再观察，量筒内剩余8mL水，可倒出的水却少于7mL，由此可知第二次观察时眼睛是（　　）A．仰视B．俯视C．平视D．无法确定,33
某同学用量筒量取液体，视线与量筒内液体的凹液面最低处保持水平，读数为16mL；倒出部分液体后，俯视凹液面的最低处，读数为9mL。则该同学实际倒出的液体体积（　　）A．大于7mLB．小于7mLC．等于7mLD．无法确定,33
某同学用量筒量取溶液，视线与量筒内液体的凹液面最低处保持水平，读数为15mL；当倒出部分液体后，俯视凹液面的最低处，读数为9mL．请你判断小雯实际所倒出的溶液体积应该是等于、大于还是小于6mL呢？简述你的叙述理由，或画图展示出你的探究过程．,33
某同学要量取30mL液体药品，他正确的读数方法是视线要与量筒内液体　凹液面最低处　保持水平；若该同学仰视读数为30mL，倒出部分液体后，俯视读数为26mL，则实际倒出水的体积　大于　4mL（填“大于”、“小于”或“等于”）。,33
小明欲量取8mL的稀硫酸溶液进行实验，回答下列问题。（1）小明应选择　10　（填“10”“50”或“100”）mL的量筒；（2）量液时，量筒必须放平，视线要与量筒内液体　凹液面最低处　保持水平；（3）若量取液体时采用俯视的方法，会导致量取的液体体积　偏小　（填“偏大”或“偏小”）。,33
量筒量取液体时，量筒必须放　平　，先倾倒后用　胶头滴管　，而且视线要与量筒内液体的　凹液面的最低处　保持水平，再读出所取液体的体积。,33
某学生仰视量筒内液体读数为10mL，倒出部分液体后，平视读数为6mL，则实际倒出液体的体积为（　　）A．大于4mLB．小于4mLC．等于4mLD．无法判断,33
某同学用量筒量取液体时，俯视读数为20mL，倒出一部分后仰视读数为11mL，则该同学实际量取液体体积为（　　）A．大于9mLB．小于9mLC．等于9mLD．无法确定,33
小西同学想用量筒量取16毫升液体时，操作如下：量筒放平后，仰视读数13毫升，又加了少量液体，俯视读数16毫升，则这位同学加入液体的实际体积为（　　）A．小于3毫升B．大于3毫升C．等于3毫升D．无法判断,33
某同学操作如下：量筒放平稳，面对刻度，视线与液体凹液面最低处保持水平读数为30毫升；将液体倒出一部分后，俯视读数为20毫升，则该同学实际倒出的液体体积是（　　）A．等于10毫升B．小于10毫升C．大于10毫升D．无法确定,33
某同学用量筒量取液体时，仰视量筒液面读数为45mL，倒出部分液体后，俯视量筒液面读数为30mL，则倒出的液体的体积是（　　）A．等于15mLB．大于15mLC．小于15mLD．无法确定,33
现有10mL和50mL量筒，若要量取2mL的液体药品时，最好选用　10mL　量筒，同时还需要的仪器应该是　胶头滴管　，量取时视线要跟量筒内液体的　凹液面的最低处　保持水平再读出液体体积。若观察时视线是仰视，则此时读出的液体体积数　小于　（填“大于”、“等于”或“小于”）实际量取的液体体积。,33
欢欢同学用量筒量取液体，先仰视液面读数为90mL，后来从量筒中倒出部分液体，俯视读数为68mL，则欢欢实际倒出的液体体积（　　）A．大于22mLB．小于22mLC．等于22mLD．无法确定,33
实验室现有10mL、50mL、100mL的量筒，现要量取48mL的盐酸，应用　50　mL的量筒，量液时，量筒必须平放，视线要与　量筒内的液体的凹液面的最低处保持水平　；若某同学量取液体时俯视读出读数为47mL，则所取液体的实际体积应　小于　（填“＜”、“＞”或“＝”）47mL。,33
实验室量取0mLNaCl溶液时，可供选用的仪器如图所示，应选择的仪器及原因均正确的是（　　）A．50mL烧杯，因为烧杯放置于桌面时更稳定，不易翻到B．50mL烧杯，因为烧杯的杯口较大，便于加入溶液C．50mL量筒，因为量筒量取液体体积更精准D．50mL量筒，因为量筒操作时便于手握,33
裘臻同学量取20mL的液体。她先向25mL量筒中倒入该液体，进行规范读数，其液体体积为18mL，用滴管滴加液体过程中，一时疏忽仰视读出液体体积为20mL，则她量取完毕，用滴管滴加液体的体积（　　）A．等于2mLB．大于2mLC．小于2mLD．无法确定,33
某同学用量筒取一定量水，平视读数为20mL，倒出一部分后俯视读数为12mL。则该同学实际倒出水的体积是（　　）A．8mLB．大于8mLC．小于8mLD．无法确定,33
用量筒量取20mL的液体药品。（1）用量筒取一定量液体，快接近刻度时需要使用　胶头滴管　滴加；（2）读数时，图中　B　（填“A”、“B”或“C”）是正确的；（3）其中，　A　（填“A”、“B”或“C”）是俯视，读数比实际液体体积　偏大　（填“偏大”或“偏小”）。,33
某学生用量筒量液体体积，开始他仰视了刻度线，读数为29mL，倒出一部分液体后，视线与液体凹液面最低处保持水平，读数为12mL，则他倒出液体的实际体积　大于　（填“大于”、“小于”或“等于”）17mL。,33
量取45mL液体，选用量筒的规格最好是（　　）A．100mLB．50mLC．20mLD．10mL,33
用量筒量取8mL水时，若仰视读数，则实际量取液体的体积可能为（　　）A．6mLB．7mLC．8mLD．9mL,33
在中学化学定量实验中，经常要用量筒来量取一定体积的液体或对一定体积的液体进行读数．由于实验者观察方法不正确，而造成所量取液体的体积或读出的体积数值存在误差．读数时视线应　与凹液面的最低处保持水平　；量筒的使用经常分两种情况：（1）对一定体积的溶液进行读数．如图甲所示使用的是分度值为1mL的量筒正确的读数为　8mL　，俯视读数　偏高　（填“偏高”或“偏低”），仰视读数　偏低　（填“偏高”或“偏低”）（2）量取一定体积的液体如图乙若需量取95mL水，最好选用　100　mL的量筒并配合使用　胶头滴管　进行量取，若读数时仰视刻度，则实际量取的水的体积　大于　（大于、小于、等于）95mL．（3）向量筒注入水，俯视读数为AmL，倒出一部分水后，仰视读数为BmL，则实际倒出来的水的体积是　C　A．（A﹣B）mLB．大于（A﹣B）mLC．小于（A﹣B）mLD．大于或等于（A﹣B）mL．,33
量取一定量的液体时，需使用量筒，如量取5mL浓盐酸，常使用10mL量筒，而不用100mL量筒，其目的是减小误差。请你说明使用100mL量筒造成较大误差的两个主要原因：①　量程过大，读数误差大　；②　倒出液体后残留在量筒内壁的液体较多　。,33
某学生用量筒量取液体，仰视液面读数为14mL，倒出部分液体后，又俯视液面，读数为6mL，则该学生倒出的液体体积　大于　8mL（填大于、小于或等于）。,33
小明要量取30mL液体药品，应选量程为　50　（填“20mL、50mL、100mL”三者之一）的量筒，他正确的读数方法是视线与量筒内　液体凹液面的最低处　保持水平；若该同学仰视读数为30mL，倒出部分液体后，俯视读数为26mL，则实际倒出水的体积　大于　4mL（填“大于”、“小于”或“等于”）。,33
实验室中常需要使用硫酸，用小木棍蘸少量浓硫酸，放置一会儿后，可观察到　木棍变黑　．若将98%的浓硫酸稀释为稀硫酸，一定要将　浓硫酸　沿烧杯壁缓慢地注入盛有　水　的烧杯里，并用　玻璃棒　搅拌，此时若用手轻轻碰触烧杯外壁，有　发烫　的感觉．,44
将浓硫酸稀释，实验时是将　浓硫酸　沿烧杯壁缓慢的注入盛有　水　的烧杯里，并用玻璃棒不断搅拌。,44
产生此现象的原因　因为水的密度较小，浮在浓硫酸上面，浓硫酸遇水溶解放出大量的热，使浮在浓硫酸上面的水立即沸腾，造成液滴飞溅　．在实验中胶塞上的玻璃导管起到什么作用？　防止锥形瓶内温度升高压强增大将胶塞弹出　．,44
探究浓硫酸稀释操作中浓硫酸和水的注入顺序对实验的影响，实验装置如图1，两个实验分别测得的温度变化如图2。沿漏斗缓慢加入等量液体后，观察到实验2中的湿润紫色石蕊纸条比实验1有更多红色斑点。下列有关分析不合理的是（　　）A．石蕊纸条变为红色说明硫酸易挥发B．实验2可能更易造成酸液飞溅C．0～30s内，实验1比实验2放热缓慢D．实验1的操作是浓硫酸注入水中,44
将一定质量的浓硫酸盛于烧杯中，敞口放置在安全之处．数天后硫酸溶液的质量变化如图　甲　（填甲或乙）所示．浓硫酸的质量发生变化的主要原因是　浓硫酸具有吸水性　．,44
